🕘️更新时间,#genre#
东南卫视,http://110.53.52.63:8888/newlive/live/hls/47/live.m3u8$订阅源-1920x1080
东南卫视,https://www.freetv.top/migu/849116810.m3u8?migutoken=820d1dfe311ed9d88634dc040a64adbd8f30c96a6aec221a9807061025c02cc5be8e21cca6eb021eb76ad7333303e5dbe8e3ef24ad4aa58a274dc33ec25a3b373ddb6aee551e16ba35b3a9143a$订阅源-1920x1080
甘肃卫视,rtmp://livein.gstv.com.cn/49048r/y3nga4.flv$订阅源-1280x720
甘肃卫视,http://36.32.174.67:60080/newlive/live/hls/30/live.m3u8$订阅源-1920x1080
甘肃卫视,http://112.46.105.20:8009/hls/51/index.m3u8$订阅源-1920x1080
甘肃卫视,http://110.53.52.63:8888/newlive/live/hls/35/live.m3u8$订阅源-1920x1080
甘肃卫视,http://60.174.40.117:85/tsfile/live/0141_1.m3u8?key=txiptv&amp;amp;playlive=1&amp;amp;authid=0$订阅源-720x576
广西卫视,http://36.32.174.67:60080/newlive/live/hls/38/live.m3u8$订阅源-1920x1080
广西卫视,http://112.46.105.20:8009/hls/53/index.m3u8$订阅源-1920x1080
广西卫视,http://110.53.52.63:8888/newlive/live/hls/25/live.m3u8$订阅源-1920x1080
广西卫视,http://115.149.139.141:10001/tsfile/live/1037_1.m3u8?blog.ntnas.top$订阅源-1920x1080
广西卫视,http://live.cztv.cc:85/live/ggpd.m3u8$订阅源-1920x1080
贵州卫视,http://112.46.105.20:8009/hls/50/index.m3u8$订阅源-1920x1080
贵州卫视,http://110.53.52.63:8888/newlive/live/hls/28/live.m3u8$订阅源-1920x1080
贵州卫视,http://111.61.236.247:9081/hls/37/index.m3u8$订阅源-720x576
贵州卫视,https://www.yangshipin.cn/tv/home?pid=600002490$订阅源
贵州卫视,http://58.221.214.82:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
海南卫视,http://nn.7x9d.cn/地方台8563/海南.php?id=hnws$订阅源-1920x1080
海南卫视,http://36.32.174.67:60080/newlive/live/hls/46/live.m3u8$订阅源-1920x1080
海南卫视,https://www.freetv.top/migu/947472502.m3u8?migutoken=7837384e48fd26a97f31b5166b88580720ebc21f5e10f392561f571058dda831b33433f9113b41fa03dff482db5244ae83df7b277e82cf7a4651045d113b16c3733999e3c4428166e0995051a4$订阅源-1920x1080
海南卫视,http://58.210.168.86:10800/newlive/live/hls/28/live.m3u8$订阅源-720x576
海南卫视,https://www.yangshipin.cn/tv/home?pid=600002506$订阅源
河北卫视,https://jwplay.hebyun.com.cn/live/hbwstv/1500k/tzwj_video.m3u8$订阅源-1920x1080
河北卫视,http://36.32.174.67:60080/newlive/live/hls/36/live.m3u8$订阅源-1920x1080
河北卫视,http://112.46.105.20:8009/hls/55/index.m3u8$订阅源-1920x1080
河北卫视,http://tv.pull.hebtv.com/jishi/weishipindao.m3u8?t=2510710360&k=3d44740039027301acf8341d7361ab59$订阅源-960x540
河北卫视,http://111.61.236.247:9081/hls/17/index.m3u8$订阅源-720x576
河南卫视,http://1.94.31.214/php/hntv.php?id=hnws$订阅源-1920x1080
河南卫视,http://36.32.174.67:60080/newlive/live/hls/35/live.m3u8$订阅源-1920x1080
河南卫视,http://60.223.224.176:8888/newlive/live/hls/32/live.m3u8$订阅源-1920x1080
河南卫视,http://112.46.105.20:8009/hls/46/index.m3u8$订阅源-1920x1080
河南卫视,http://110.53.52.63:8888/newlive/live/hls/32/live.m3u8$订阅源-1920x1080
吉林卫视,http://36.32.174.67:60080/newlive/live/hls/40/live.m3u8$订阅源-1920x1080
吉林卫视,http://112.46.105.20:8009/hls/48/index.m3u8$订阅源-1920x1080
吉林卫视,http://110.53.52.63:8888/newlive/live/hls/34/live.m3u8$订阅源-1920x1080
吉林卫视,https://www.freetv.top/migu/947472500.m3u8?migutoken=18d6d17bc9f6d0621b56e251449da66bb58876d41330b568d80f5262c9496615d17187c2eb3404fcf6c7110bd098cb97ef096ba5ee0db8bc36853d5e90104624843156a3bbce9cd841e94e3b54$订阅源-1920x1080
吉林卫视,http://58.210.168.86:10800/newlive/live/hls/36/live.m3u8$订阅源-720x576
江苏卫视,http://60.223.224.176:8888/newlive/live/hls/21/live.m3u8$订阅源-1920x1080
江苏卫视,http://112.46.105.20:8009/hls/33/index.m3u8$订阅源-1920x1080
江苏卫视,http://110.53.52.63:8888/newlive/live/hls/21/live.m3u8$订阅源-1920x1080
江苏卫视,https://www.freetv.top/migu/623899368.m3u8?migutoken=89adf8885d4f1f9dee34a4e8d60f187e5b071ac9b79001260a0b66da9027070e0b861510da93cb5190da002ca87645e63e57bada2c65f959e8ef81f693c239f194d683ba2083252bbb0caeab96$订阅源-1920x1080
江苏卫视,https://txmov2.a.kwimgs.com/upic/2023/02/07/12/BMjAyMzAyMDcxMjQ3NDlfNzM5MzQzNzIyXzk1NjcxMTk5ODM5XzBfMw==_b_Bb92095c7df3c98b458dd14abf1d4b575.mp4$订阅源-1280x720
江西卫视,http://36.32.174.67:60080/newlive/live/hls/22/live.m3u8$订阅源-1920x1080
江西卫视,http://112.46.105.20:8009/hls/47/index.m3u8$订阅源-1920x1080
江西卫视,http://58.17.48.228:808/hls/17/index.m3u8$订阅源-1920x1080
江西卫视,http://110.53.52.63:8888/newlive/live/hls/41/live.m3u8$订阅源-1920x1080
江西卫视,https://www.freetv.top/migu/783847495.m3u8?migutoken=fddcc05dc0245329d3208607a5b1f5a1980bc31a7ced510e345af6cc68f5b86d2d9178b45706a0b6a0ceddc82ce06e53375cfedbc96fd0b00c12195c7d77b6f23811a67970bcfeb47629aa5aa6$订阅源-1920x1080
辽宁卫视,http://112.46.105.20:8009/hls/54/index.m3u8$订阅源-1920x1080
辽宁卫视,http://110.53.52.63:8888/newlive/live/hls/46/live.m3u8$订阅源-1920x1080
辽宁卫视,http://115.149.139.141:10001/tsfile/live/1028_1.m3u8?blog.ntnas.top$订阅源-1920x1080
辽宁卫视,http://58.210.168.86:10800/newlive/live/hls/22/live.m3u8$订阅源-720x576
辽宁卫视,http://111.61.236.247:9081/hls/30/index.m3u8$订阅源-720x576
内蒙古卫视,https://livestream-bt.nmtv.cn/nmtv/3208526general.m3u8?txSecret=eb5a3102dd5406c7ffeddf560b024952&txTime=76B2F9A0$订阅源-1920x1080
内蒙古卫视,http://112.46.105.20:8009/hls/60/index.m3u8$订阅源-1920x1080
内蒙古卫视,http://110.53.52.63:8888/newlive/live/hls/45/live.m3u8$订阅源-1920x1080
内蒙古卫视,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8$订阅源-1920x1080
内蒙古卫视,http://111.61.236.247:9081/hls/48/index.m3u8$订阅源-720x576
宁夏卫视,http://36.32.174.67:60080/newlive/live/hls/49/live.m3u8$订阅源-1920x1080
宁夏卫视,http://112.46.105.20:8009/hls/52/index.m3u8$订阅源-1920x1080
宁夏卫视,http://110.53.52.63:8888/newlive/live/hls/39/live.m3u8$订阅源-1920x1080
宁夏卫视,http://111.61.236.247:9081/hls/51/index.m3u8$订阅源-720x576
宁夏卫视,http://139.196.151.191:2051/rtp/239.45.1.213:5140$上海电信组播源
青海卫视,http://112.46.105.20:8009/hls/58/index.m3u8$订阅源-1920x1080
青海卫视,http://110.53.52.63:8888/newlive/live/hls/38/live.m3u8$订阅源-1920x1080
青海卫视,https://www.freetv.top/migu/947472506.m3u8?migutoken=c740fc58e518a315b254873398c630ca506a9de327397b5e27a668d9c1e170b6512a1834dab3229ddc39b5a61c2ea42fae6d196a11c6d0e5e212522e6edf197f65ad9addf0b540aa6c9d4fcd3e$订阅源-1920x1080
青海卫视,http://58.210.168.86:10800/newlive/live/hls/40/live.m3u8$订阅源-720x576
青海卫视,http://111.61.236.247:9081/hls/49/index.m3u8$订阅源-720x576
山东卫视,http://36.32.174.67:60080/newlive/live/hls/42/live.m3u8$订阅源-1920x1080
山东卫视,http://live.dxhmt.cn:9081/tv/11521-1.m3u8$订阅源-1920x1080
山东卫视,http://112.46.105.20:8009/hls/40/index.m3u8$订阅源-1920x1080
山东卫视,http://110.53.52.63:8888/newlive/live/hls/29/live.m3u8$订阅源-1920x1080
山东卫视,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8$订阅源-1280x720
山西卫视,http://36.32.174.67:60080/newlive/live/hls/43/live.m3u8$订阅源-1920x1080
山西卫视,http://112.46.105.20:8009/hls/49/index.m3u8$订阅源-1920x1080
山西卫视,http://58.210.168.86:10800/newlive/live/hls/38/live.m3u8$订阅源-720x576
山西卫视,http://139.196.151.191:2051/rtp/239.45.1.229:5140$上海电信组播源
陕西卫视,http://36.32.174.67:60080/newlive/live/hls/44/live.m3u8$订阅源-1920x1080
陕西卫视,https://www.freetv.top/migu/738910838.m3u8?migutoken=3899cd1daaa04f812c6d4b13126e3c00ad177635abc5559f1b596e814ff8eb3d745e7bd40b881206a2852a5ed041ca424112cf1d9b385c72ea9de42c8d86f45227af0f51a8b4f4c18a038a8e6d$订阅源-1920x1080
陕西卫视,http://139.196.151.191:2051/rtp/239.45.1.232:5140$上海电信组播源
四川卫视,http://36.32.174.67:60080/newlive/live/hls/29/live.m3u8$订阅源-1920x1080
四川卫视,http://112.46.105.20:8009/hls/41/index.m3u8$订阅源-1920x1080
四川卫视,http://110.53.52.63:8888/newlive/live/hls/31/live.m3u8$订阅源-1920x1080
四川卫视,http://183.221.92.176:50080/hls/16/index.m3u8$订阅源-1920x1080
四川卫视,http://111.61.236.247:9081/hls/35/index.m3u8$订阅源-720x576
深圳卫视,http://38.64.72.148:80/hls/modn/list/4007/playlist.m3u8$订阅源-1920x1080
深圳卫视,http://112.46.105.20:8009/hls/37/index.m3u8$订阅源-1920x1080
深圳卫视,http://110.53.52.63:8888/newlive/live/hls/27/live.m3u8$订阅源-1920x1080
深圳卫视,http://115.149.139.141:10001/tsfile/live/1032_1.m3u8$订阅源-1920x1080
深圳卫视,http://58.210.168.86:10800/newlive/live/hls/26/live.m3u8$订阅源-720x576
三沙卫视,http://nn.7x9d.cn/地方台8563/海南.php?id=ssws$订阅源-1920x1080
三沙卫视,http://139.196.151.191:2051/rtp/239.45.1.82:5140$上海电信组播源
三沙卫视,http://61.138.128.226:19901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
三沙卫视,http://139.196.214.238/rtp/239.45.1.82:5140$组播源
天津卫视,http://36.32.174.67:60080/newlive/live/hls/26/live.m3u8$订阅源-1920x1080
天津卫视,http://112.46.105.20:8009/hls/44/index.m3u8$订阅源-1920x1080
天津卫视,http://110.53.52.63:8888/newlive/live/hls/42/live.m3u8$订阅源-1920x1080
天津卫视,http://115.149.139.141:10001/tsfile/live/1036_1.m3u8?blog.ntnas.top$订阅源-1920x1080
天津卫视,http://58.210.168.86:10800/newlive/live/hls/33/live.m3u8$订阅源-720x576
